1.6867 	WARNING 	Requested audio device 'Digital Audio (S/PDIF)(High Definition Audio Device)' that is not available on this hardware. The 'audioDevice' preference should be one of ['Digital Audio (S/PDIF) (High Definition Audio Device)', 'E2251 (NVIDIA High Definition Audio)', 'Headphones (MDR-XB950B1 Stereo)', 'Headset (MDR-XB950B1 Hands-Free AG Audio)']
16.5777 	EXP 	slider: markerPos = 1.2962962962962965
16.6109 	EXP 	slider: markerPos = 1.2962962962962965
16.6446 	EXP 	slider: markerPos = 1.3148148148148149
16.6763 	EXP 	slider: markerPos = 1.3333333333333335
16.6929 	EXP 	slider: markerPos = 1.3333333333333335
16.7095 	EXP 	slider: markerPos = 1.3333333333333335
16.7262 	EXP 	slider: markerPos = 1.3333333333333335
16.7429 	EXP 	slider: markerPos = 1.3333333333333335
16.7607 	EXP 	slider: markerPos = 1.3333333333333335
16.7943 	EXP 	slider: markerPos = 1.3333333333333335
16.8276 	EXP 	slider: markerPos = 1.3333333333333335
16.8596 	EXP 	slider: markerPos = 1.3333333333333335
16.8759 	EXP 	slider: markerPos = 1.3333333333333335
16.8929 	EXP 	slider: markerPos = 1.3333333333333335
16.9095 	EXP 	slider: markerPos = 1.3333333333333335
16.9262 	EXP 	slider: markerPos = 1.3333333333333335
16.9429 	EXP 	slider: markerPos = 1.3333333333333335
16.9596 	EXP 	slider: markerPos = 1.3333333333333335
16.9762 	EXP 	slider: markerPos = 1.3333333333333335
16.9929 	EXP 	slider: markerPos = 1.3333333333333335
17.0095 	EXP 	slider: markerPos = 1.3333333333333335
17.0262 	EXP 	slider: markerPos = 1.3333333333333335
17.0429 	EXP 	slider: markerPos = 1.3333333333333335
17.0596 	EXP 	slider: markerPos = 1.3333333333333335
17.0763 	EXP 	slider: markerPos = 1.3333333333333335
17.0929 	EXP 	slider: markerPos = 1.3333333333333335
17.1274 	EXP 	slider: markerPos = 1.3333333333333335
17.1609 	EXP 	slider: markerPos = 1.3333333333333335
17.1942 	EXP 	slider: markerPos = 1.3333333333333335
17.2263 	EXP 	slider: markerPos = 1.3333333333333335
17.2428 	EXP 	slider: markerPos = 1.3333333333333335
17.2596 	EXP 	slider: markerPos = 1.3333333333333335
17.2942 	EXP 	slider: markerPos = 1.3333333333333335
17.3263 	EXP 	slider: markerPos = 1.3333333333333335
17.3428 	EXP 	slider: markerPos = 1.3333333333333335
17.3596 	EXP 	slider: markerPos = 1.3333333333333335
17.3943 	EXP 	slider: markerPos = 1.3333333333333335
17.4263 	EXP 	slider: markerPos = 1.3333333333333335
17.4428 	EXP 	slider: markerPos = 1.3333333333333335
17.4595 	EXP 	slider: markerPos = 1.3333333333333335
17.4762 	EXP 	slider: markerPos = 1.3333333333333335
17.4929 	EXP 	slider: markerPos = 1.3333333333333335
17.5274 	EXP 	slider: markerPos = 1.3333333333333335
17.5596 	EXP 	slider: markerPos = 1.3209876543209875
17.5759 	EXP 	slider: markerPos = 1.3024691358024691
17.5929 	EXP 	slider: markerPos = 1.2839506172839499
17.6095 	EXP 	slider: markerPos = 1.2592592592592595
17.6262 	EXP 	slider: markerPos = 1.2407407407407405
17.6429 	EXP 	slider: markerPos = 1.2160493827160501
17.6776 	EXP 	slider: markerPos = 1.1975308641975309
17.7097 	EXP 	slider: markerPos = 1.1790123456790125
17.7262 	EXP 	slider: markerPos = 1.1728395061728398
17.7428 	EXP 	slider: markerPos = 1.1543209876543208
17.7595 	EXP 	slider: markerPos = 1.1296296296296298
17.7762 	EXP 	slider: markerPos = 1.1111111111111112
17.7929 	EXP 	slider: markerPos = 1.0987654320987654
17.8095 	EXP 	slider: markerPos = 1.0864197530864201
17.8262 	EXP 	slider: markerPos = 1.074074074074074
17.8428 	EXP 	slider: markerPos = 1.0555555555555558
17.8596 	EXP 	slider: markerPos = 1.0432098765432096
17.8777 	EXP 	slider: markerPos = 1.0185185185185186
17.9108 	EXP 	slider: markerPos = 1.0123456790123457
17.9443 	EXP 	slider: markerPos = 1.006172839506173
